575.005,679
575.031,683
575.056,683
575.082,673
575.107,680
575.132,695
575.158,680
575.183,691
575.209,704
575.234,701
575.259,691
575.285,691
575.310,694
575.335,665
575.361,684
575.386,678
575.412,678
575.437,693
575.462,696
575.488,718
575.513,701
575.538,691
575.564,707
575.589,688
575.615,704
575.640,690
575.665,697
575.691,691
575.716,688
575.741,707
575.767,709
575.792,723
575.817,715
575.843,705
575.868,704
575.893,698
575.919,689
575.944,680
575.969,692
575.995,693
576.020,696
576.045,717
576.071,712
576.096,723
576.121,711
576.147,713
576.172,720
576.197,691
576.223,709
576.248,694
576.273,696
576.299,715
576.324,699
576.349,725
576.375,747
576.400,725
576.425,732
576.451,720
576.476,723
576.501,711
576.526,723
576.552,714
576.577,717
576.602,743
576.628,720
576.653,721
576.678,733
576.704,745
576.729,733
576.754,737
576.779,735
576.805,731
576.830,715
576.855,733
576.880,728
576.906,738
576.931,747
576.956,760
576.982,747
577.007,769
577.032,749
577.057,761
577.083,739
577.108,736
577.133,768
577.158,736
577.184,747
577.209,757
577.234,771
577.259,784
577.285,771
577.310,769
577.335,769
577.360,758
577.386,757
577.411,755
577.436,768
577.461,777
577.487,771
577.512,775
577.537,781
577.562,797
577.588,800
577.613,803
577.638,776
577.663,786
577.688,771
577.714,782
577.739,776
577.764,775
577.789,775
577.814,797
577.840,814
577.865,805
577.890,822
577.915,807
577.941,780
577.966,792
577.991,795
578.016,809
578.041,778
578.066,763
578.092,800
578.117,811
578.142,807
578.167,823
578.192,797
578.218,816
578.243,801
578.268,802
578.293,795
578.318,792
578.344,803
578.369,816
578.394,803
578.419,806
578.444,811
578.469,832
578.495,827
578.520,827
578.545,827
578.570,813
578.595,801
578.620,805
578.645,816
578.671,795
578.696,829
578.721,829
578.746,845
578.771,839
578.796,835
578.821,827
578.847,819
578.872,811
578.897,809
578.922,816
578.947,807
578.972,848
578.997,813
579.023,856
579.048,826
579.073,850
579.098,834
579.123,803
579.148,832
579.173,823
579.198,816
579.224,816
579.249,819
579.274,816
579.299,839
579.324,837
579.349,850
579.374,848
579.399,838
579.424,842
579.449,825
579.475,800
579.500,819
579.525,803
579.550,832
579.575,819
579.600,850
579.625,824
579.650,833
579.675,832
579.700,826
579.725,811
579.750,804
579.776,832
579.801,792
579.826,791
579.851,800
579.876,787
579.901,822
579.926,816
579.951,811
579.976,825
580.001,817
580.026,819
580.051,805
580.076,816
580.101,784
580.126,797
580.151,784
580.176,807
580.202,797
580.227,794
580.252,800
580.277,800
580.302,787
580.327,785
580.352,793
580.377,771
580.402,759
580.427,760
580.452,763
580.477,777
580.502,784
580.527,777
580.552,785
580.577,779
580.602,764
580.627,771
580.652,780
580.677,753
580.702,768
580.727,754
580.752,765
580.777,764
580.802,757
580.827,784
580.852,768
580.877,787
580.902,762
580.927,745
580.952,749
580.977,773
581.002,743
581.027,752
581.052,768
581.077,758
581.102,770
581.127,768
581.152,758
581.177,773
581.202,763
581.227,761
581.252,757
581.277,755
581.302,743
581.327,753
581.352,747
581.377,752
581.402,757
581.426,758
581.451,775
581.476,776
581.501,769
581.526,777
581.551,736
581.576,744
581.601,752
581.626,754
581.651,759
581.676,755
581.701,779
581.726,763
581.751,768
581.776,784
581.801,787
581.826,779
581.850,768
581.875,743
581.900,770
581.925,770
581.950,776
581.975,786
582.000,797
582.025,785
582.050,784
582.075,787
582.100,784
582.124,784
582.149,789
582.174,779
582.199,757
582.224,768
582.249,771
582.274,789
582.299,784
582.324,781
582.349,797
582.373,779
582.398,801
582.423,801
582.448,805
582.473,794
582.498,768
582.523,794
582.548,803
582.572,811
582.597,826
582.622,796
582.647,835
582.672,839
582.697,836
582.722,832
582.747,793
582.771,824
582.796,816
582.821,811
582.846,835
582.871,816
582.896,809
582.921,825
582.945,853
582.970,858
582.995,864
583.020,843
583.045,848
583.070,843
583.094,837
583.119,826
583.144,829
583.169,848
583.194,848
583.219,851
583.243,854
583.268,857
583.293,851
583.318,905
583.343,883
583.367,859
583.392,859
583.417,857
583.442,880
583.467,871
583.491,864
583.516,866
583.541,899
583.566,897
583.591,890
583.615,893
583.640,886
583.665,898
583.690,905
583.715,850
583.739,864
583.764,888
583.789,859
583.814,896
583.839,885
583.863,896
583.888,896
583.913,909
583.938,903
583.962,920
583.987,885
584.012,887
584.037,881
584.061,903
584.086,896
584.111,885
584.136,896
584.161,929
584.185,902
584.210,923
584.235,919
584.260,915
584.284,928
584.309,898
584.334,899
584.359,889
584.383,905
584.408,880
584.433,900
584.457,915
584.482,928
584.507,913
584.532,939
584.556,915
584.581,917
584.606,930
584.631,923
584.655,909
584.680,881
584.705,905
584.729,913
584.754,920
584.779,901
584.804,935
584.828,934
584.853,915
584.878,908
584.902,946
584.927,928
584.952,907
584.976,899
585.001,894
585.026,897
585.051,919
585.075,918
585.100,944
585.125,912
585.149,920
585.174,953
585.199,945
585.223,912
585.248,928
585.273,913
585.297,857
585.322,896
585.347,912
585.371,915
585.396,960
585.421,948
585.445,946
585.470,939
585.495,915
585.519,907
585.544,904
585.569,928
585.593,897
585.618,886
585.642,899
585.667,919
585.692,907
585.716,923
585.741,903
585.766,907
585.790,883
585.815,903
585.840,859
585.864,859
585.889,857
585.913,829
585.938,843
585.963,833
585.987,839
586.012,861
586.037,848
586.061,853
586.086,843
586.110,843
586.135,819
586.160,792
586.184,784
586.209,779
586.233,773
586.258,790
586.283,788
586.307,787
586.332,793
586.356,768
586.381,778
586.406,758
586.430,771
586.455,752
586.479,739
586.504,723
586.528,744
586.553,723
586.578,730
586.602,726
586.627,737
586.651,729
586.676,747
586.700,746
586.725,736
586.750,752
586.774,720
586.799,717
586.823,726
586.848,729
586.872,723
586.897,699
586.921,725
586.946,729
586.971,739
586.995,736
587.020,715
587.044,731
587.069,742
587.093,729
587.118,727
587.142,713
587.167,723
587.191,703
587.216,720
587.240,742
587.265,731
587.289,743
587.314,752
587.338,744
587.363,745
587.388,736
587.412,741
587.437,752
587.461,734
587.486,720
587.510,739
587.535,741
587.559,752
587.584,761
587.608,755
587.633,753
587.657,784
587.682,754
587.706,739
587.731,755
587.755,752
587.779,757
587.804,760
587.828,749
587.853,758
587.877,779
587.902,781
587.926,795
587.951,803
587.975,811
588.000,792
588.024,801
588.049,793
588.073,786
588.098,771
588.122,785
588.146,785
588.171,792
588.195,806
588.220,816
588.244,805
588.269,812
588.293,824
588.318,849
588.342,816
588.366,817
588.391,805
588.415,803
588.440,808
588.464,816
588.489,816
588.513,837
588.537,832
588.562,843
588.586,853
588.611,886
588.635,877
588.660,853
588.684,841
588.708,840
588.733,848
588.757,859
588.782,856
588.806,852
588.830,877
588.855,904
588.879,901
588.904,915
588.928,951
588.952,896
588.977,896
589.001,880
589.026,912
589.050,889
589.074,899
589.099,888
589.123,903
589.147,928
589.172,935
589.196,960
589.221,980
589.245,944
589.269,963
589.294,959
589.318,935
589.342,950
589.367,924
589.391,915
589.415,955
589.440,961
589.464,955
589.489,955
589.513,1000
589.537,985
589.562,985
589.586,989
589.610,984
589.635,989
589.659,960
589.683,969
589.708,971
589.732,962
589.756,996
589.781,987
589.805,995
589.829,1024
589.854,1003
589.878,1019
589.902,997
589.927,1008
589.951,1019
589.975,971
589.999,1008
590.024,995
590.048,976
590.072,977
590.097,981
590.121,1027
590.145,1050
590.170,1048
590.194,1041
590.218,1016
590.242,1033
590.267,986
590.291,1027
590.315,1008
590.340,1003
590.364,1009
590.388,1024
590.412,1001
590.437,1033
590.461,1043
590.485,1066
590.510,1045
590.534,1053
590.558,1073
590.582,1031
590.607,1037
590.631,1029
590.655,1008
590.679,1021
590.704,1019
590.728,1024
590.752,1024
590.776,1034
590.801,1056
590.825,1067
590.849,1059
590.873,1056
590.898,1059
590.922,1019
590.946,1008
590.970,993
590.995,1009
591.019,981
591.043,1008
591.067,1009
591.091,1053
591.116,1056
591.140,1027
591.164,1073
591.188,1040
591.213,1020
591.237,978
591.261,962
591.285,977
591.309,963
591.334,992
591.358,992
591.382,999
591.406,1016
591.430,1013
591.455,1002
591.479,1027
591.503,1015
591.527,987
591.551,979
591.576,941
591.600,963
591.624,967
591.648,939
591.672,977
591.696,965
591.721,982
591.745,1008
591.769,993
591.793,992
591.817,983
591.841,974
591.866,976
591.890,945
591.914,941
591.938,931
591.962,924
591.986,962
592.011,944
592.035,962
592.059,987
592.083,995
592.107,995
592.131,974
592.155,947
592.180,960
592.204,950
592.228,915
592.252,912
592.276,912
592.300,915
592.324,928
592.348,944
592.373,955
592.397,977
592.421,965
592.445,961
592.469,939
592.493,929
592.517,906
592.541,891
592.565,889
592.590,906
592.614,891
592.638,926
592.662,919
592.686,912
592.710,929
592.734,963
592.758,935
592.782,907
592.806,907
592.830,888
592.855,871
592.879,871
592.903,864
592.927,878
592.951,897
592.975,925
592.999,899
593.023,915
593.047,917
593.071,929
593.095,933
593.119,917
593.143,912
593.167,869
593.192,889
593.216,857
593.240,864
593.264,888
593.288,899
593.312,919
593.336,923
593.360,937
593.384,907
593.408,918
593.432,915
593.456,888
593.480,875
593.504,867
593.528,873
593.552,849
593.576,899
593.600,896
593.624,912
593.648,915
593.672,918
593.696,922
593.720,912
593.744,912
593.768,873
593.792,890
593.816,880
593.840,865
593.864,872
593.888,881
593.912,887
593.936,912
593.960,915
593.984,937
594.008,928
594.032,913
594.056,934
594.080,905
594.104,915
594.128,892
594.152,890
594.176,880
594.200,880
594.224,897
594.248,903
594.272,936
594.296,950
594.320,969
594.344,933
594.368,940
594.392,973
594.416,928
594.440,931
594.464,912
594.488,915
594.512,915
594.536,929
594.559,933
594.583,946
594.607,988
594.631,976
594.655,976
594.679,949
594.703,952
594.727,966
594.751,944
594.775,931
594.799,916
594.823,916
594.847,950
594.871,928
594.894,977
594.918,1000
594.942,977
594.966,981
594.990,1004
595.014,976
595.038,977
595.062,949
595.086,969
595.110,940
595.134,945
595.157,933
595.181,963
595.205,967
595.229,992
595.253,999
595.277,1020
595.301,999
595.325,1005
595.349,1017
595.372,1002
595.396,968
595.420,947
595.444,959
595.468,960
595.492,963
595.516,976
595.539,995
595.563,998
595.587,1040
595.611,1072
595.635,1048
595.659,1015
595.683,1011
595.706,987
595.730,1019
595.754,978
595.778,973
595.802,955
595.826,1027
595.850,1025
595.873,1025
