575.005,729
575.031,736
575.056,741
575.082,723
575.107,743
575.132,752
575.158,736
575.183,723
575.209,713
575.234,739
575.259,736
575.285,731
575.310,737
575.335,742
575.361,768
575.386,730
575.412,747
575.437,733
575.462,729
575.488,741
575.513,729
575.538,736
575.564,731
575.589,745
575.615,754
575.640,758
575.665,758
575.691,752
575.716,739
575.741,729
575.767,741
575.792,739
575.817,739
575.843,739
575.868,737
575.893,747
575.919,755
575.944,755
575.969,756
575.995,755
576.020,752
576.045,741
576.071,736
576.096,743
576.121,745
576.147,739
576.172,757
576.197,763
576.223,775
576.248,768
576.273,773
576.299,784
576.324,761
576.349,748
576.375,747
576.400,746
576.425,752
576.451,774
576.476,771
576.501,771
576.526,763
576.552,769
576.577,765
576.602,764
576.628,768
576.653,776
576.678,753
576.704,761
576.729,765
576.754,769
576.779,756
576.805,763
576.830,781
576.855,793
576.880,774
576.906,773
576.931,784
576.956,785
576.982,779
577.007,771
577.032,761
577.057,790
577.083,787
577.108,805
577.133,800
577.158,797
577.184,795
577.209,805
577.234,784
577.259,768
577.285,774
577.310,784
577.335,769
577.360,778
577.386,787
577.411,810
577.436,793
577.461,803
577.487,796
577.512,807
577.537,795
577.562,798
577.588,790
577.613,802
577.638,784
577.663,786
577.688,801
577.714,808
577.739,809
577.764,795
577.789,810
577.814,800
577.840,803
577.865,790
577.890,784
577.915,808
577.941,800
577.966,779
577.991,797
578.016,791
578.041,822
578.066,813
578.092,811
578.117,804
578.142,803
578.167,795
578.192,775
578.218,792
578.243,787
578.268,803
578.293,805
578.318,813
578.344,819
578.369,822
578.394,800
578.419,795
578.444,803
578.469,775
578.495,800
578.520,796
578.545,794
578.570,800
578.595,800
578.620,790
578.645,827
578.671,827
578.696,819
578.721,816
578.746,792
578.771,793
578.796,792
578.821,794
578.847,781
578.872,819
578.897,807
578.922,826
578.947,816
578.972,823
578.997,809
579.023,786
579.048,800
579.073,784
579.098,800
579.123,784
579.148,779
579.173,795
579.198,800
579.224,827
579.249,809
579.274,793
579.299,805
579.324,766
579.349,784
579.374,787
579.399,795
579.424,773
579.449,803
579.475,784
579.500,791
579.525,795
579.550,807
579.575,784
579.600,776
579.625,785
579.650,781
579.675,784
579.700,782
579.725,771
579.750,795
579.776,801
579.801,786
579.826,791
579.851,792
579.876,801
579.901,771
579.926,768
579.951,763
579.976,752
580.001,766
580.026,757
580.051,779
580.076,761
580.101,781
580.126,771
580.151,768
580.176,773
580.202,755
580.227,765
580.252,752
580.277,755
580.302,747
580.327,760
580.352,761
580.377,757
580.402,761
580.427,753
580.452,757
580.477,742
580.502,739
580.527,760
580.552,747
580.577,747
580.602,736
580.627,736
580.652,736
580.677,752
580.702,736
580.727,738
580.752,726
580.777,760
580.802,729
580.827,743
580.852,723
580.877,720
580.902,715
580.927,720
580.952,727
580.977,725
581.002,713
581.027,715
581.052,736
581.077,731
581.102,723
581.127,702
581.152,726
581.177,727
581.202,726
581.227,704
581.252,717
581.277,715
581.302,716
581.327,721
581.352,736
581.377,729
581.402,723
581.426,713
581.451,715
581.476,714
581.501,711
581.526,723
581.551,714
581.576,715
581.601,706
581.626,709
581.651,715
581.676,739
581.701,725
581.726,709
581.751,726
581.776,736
581.801,710
581.826,720
581.850,723
581.875,722
581.900,725
581.925,713
581.950,727
581.975,720
582.000,746
582.025,747
582.050,745
582.075,732
582.100,725
582.124,739
582.149,733
582.174,730
582.199,739
582.224,730
582.249,737
582.274,729
582.299,755
582.324,749
582.349,739
582.373,745
582.398,754
582.423,739
582.448,743
582.473,744
582.498,748
582.523,736
582.548,741
582.572,749
582.597,746
582.622,766
582.647,753
582.672,743
582.697,752
582.722,755
582.747,749
582.771,761
582.796,753
582.821,755
582.846,752
582.871,759
582.896,745
582.921,763
582.945,765
582.970,774
582.995,768
583.020,755
583.045,757
583.070,769
583.094,777
583.119,757
583.144,793
583.169,768
583.194,757
583.219,750
583.243,785
583.268,777
583.293,784
583.318,774
583.343,775
583.367,760
583.392,771
583.417,768
583.442,771
583.467,763
583.491,765
583.516,773
583.541,769
583.566,788
583.591,795
583.615,779
583.640,789
583.665,801
583.690,803
583.715,768
583.739,787
583.764,773
583.789,768
583.814,784
583.839,786
583.863,786
583.888,803
583.913,803
583.938,805
583.962,805
583.987,800
584.012,784
584.037,794
584.061,784
584.086,768
584.111,784
584.136,822
584.161,792
584.185,835
584.210,800
584.235,811
584.260,821
584.284,816
584.309,818
584.334,778
584.359,792
584.383,793
584.408,789
584.433,805
584.457,805
584.482,827
584.507,816
584.532,819
584.556,848
584.581,825
584.606,816
584.631,829
584.655,807
584.680,803
584.705,817
584.729,827
584.754,817
584.779,821
584.804,837
584.828,828
584.853,839
584.878,835
584.902,819
584.927,821
584.952,819
584.976,817
585.001,801
585.026,821
585.051,827
585.075,851
585.100,871
585.125,858
585.149,840
585.174,848
585.199,848
585.223,827
585.248,837
585.273,833
585.297,826
585.322,822
585.347,822
585.371,835
585.396,873
585.421,866
585.445,857
585.470,845
585.495,849
585.519,835
585.544,849
585.569,827
585.593,829
585.618,833
585.642,826
585.667,827
585.692,840
585.716,825
585.741,835
585.766,859
585.790,835
585.815,832
585.840,843
585.864,822
585.889,822
585.913,819
585.938,816
585.963,802
585.987,825
586.012,828
586.037,816
586.061,798
586.086,806
586.110,820
586.135,806
586.160,795
586.184,803
586.209,811
586.233,795
586.258,806
586.283,800
586.307,793
586.332,793
586.356,788
586.381,795
586.406,784
586.430,795
586.455,787
586.479,757
586.504,769
586.528,774
586.553,760
586.578,763
586.602,755
586.627,771
586.651,761
586.676,763
586.700,760
586.725,763
586.750,769
586.774,779
586.799,773
586.823,752
586.848,763
586.872,749
586.897,765
586.921,752
586.946,758
586.971,759
586.995,769
587.020,780
587.044,778
587.069,757
587.093,785
587.118,774
587.142,765
587.167,752
587.191,752
587.216,755
587.240,766
587.265,766
